member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
55146160,15000,15000,15000,36 months,BAT3726927,13.99,C,C4,Assistant Manager,3 years,MORTGAGE,50000,Source Verified,n,,credit_card,Credit card refinancing,640xx,MO,22.73,0,1,,,15,0,1940,15.8,18,f,1128.16,0,0,0,0,,INDIVIDUAL,,31th week,0,0,44798,12300,0
55538028,35000,35000,35000,60 months,BAT3726927,13.33,C,C3,Federal agent,9 years,RENT,120000,Verified,n,,debt_consolidation,Debt consolidation,913xx,CA,32.82,0,0,24,,18,0,54300,74.5,52,w,2210.99,0,0,0,0,76,INDIVIDUAL,,26th week,0,684,208073,72900,1
68449453,3600,3600,3600,36 months,,12.59,C,C2,Detention Classification Specialist,9 years,RENT,57000,Verified,n,,moving,Moving and relocation,334xx,FL,29.22,1,0,20,,11,0,1261,70.1,17,w,77.04,0,0,0,0,29,INDIVIDUAL,,9th week,0,0,140494,1800,0
15368944,3000,3000,3000,36 months,BAT5489674,15.61,C,C5,materiel handler,10+ years,MORTGAGE,70000,Not Verified,n,,debt_consolidation,Debt consolidation,952xx,CA,7.95,0,1,,,7,0,5050,57.4,11,f,623.84,0,0,0,0,,INDIVIDUAL,,91th week,0,0,237039,8800,0
19375962,10700,10700,10700,60 months,BAT3461431,16.29,D,D2,Construction/Maintenance,4 years,MORTGAGE,56000,Verified,n,,home_improvement,Home improvement,080xx,NJ,21.71,0,6,69,65,10,1,4133,37,28,w,612.68,0,0,0,0,91,INDIVIDUAL,,65th week,0,0,50036,11200,1
69900983,5000,5000,5000,36 months, ,7.89,A,A5,Bakery Manager,10+ years,RENT,48000,Verified,n,,debt_consolidation,Debt consolidation,989xx,WA,15.6,0,1,,,6,0,3252,54.2,8,f,62.75,0,0,0,0,,INDIVIDUAL,,9th week,0,142,20164,6000,0
48761868,20000,20000,20000,36 months,BAT1104812,7.89,A,A5,Commercial Loan Officer,3 years,MORTGAGE,105000,Verified,n,,debt_consolidation,Debt consolidation,852xx,AZ,16.97,0,2,,,16,0,17718,17.4,36,w,1047.18,0,0,0,0,,INDIVIDUAL,,39th week,0,0,413280,101600,0
65005669,5600,5600,5600,36 months,BAT2252229,12.69,C,C2,general manager,7 years,RENT,42000,Verified,n,,major_purchase,Major purchase,923xx,CA,19.38,0,0,,,11,0,13699,51.3,13,w,165.66,0,0,0,0,,INDIVIDUAL,,13th week,0,0,19606,26700,0
60829269,5000,5000,5000,36 months,BAT1780517,8.18,B,B1,Software Licensing Specialist,5 years,RENT,43500,Source Verified,n,,debt_consolidation,Debt consolidation,980xx,WA,13.82,0,0,,107,7,1,9270,71.9,10,w,129.01,0,0,0,0,,INDIVIDUAL,,17th week,0,0,21469,12900,0
12647443,16000,16000,15850,36 months,BAT1766061,9.67,B,B1,IT consultant,6 years,RENT,148000,Verified,n,,debt_consolidation,Debt consolidation,085xx,NJ,19.48,0,0,,,13,0,28302,80.6,35,f,1113.06,0,0,0,0,,INDIVIDUAL,,39th week,0,0,70948,35100,1
48842100,16000,16000,16000,60 months,BAT1104812,12.69,C,C2,sales manager,10+ years,MORTGAGE,65000,Not Verified,n,,debt_consolidation,Debt consolidation,029xx,RI,14.92,1,0,20,,7,0,9125,50.7,18,w,1436.47,0,0,0,0,20,INDIVIDUAL,,39th week,0,0,255682,18000,0
7028959,3000,3000,3000,36 months,BAT4808022,12.12,B,B3,,n/a,RENT,10488,Verified,n,"> the loan would be to pay off two credit card debts, one with hsbc card services and the other with sears master card with high interest rates. <br>they were for car repairs, necessary to keep from losing money invested in car.<br><br>  > the loan is to pay off two credit cards with high interest rates, both amounting to approximately $2700.00.<br>",debt_consolidation,mercedes investing,295xx,SC,11.1,0,0,,118,6,1,3084,47.4,10,f,494.1,15,0,0,0,,INDIVIDUAL,,96th week,0,0,3084,6500,1
53292042,20000,20000,20000,36 months,BAT1184694,12.29,C,C1,Teacher,10+ years,MORTGAGE,75000,Source Verified,n,,debt_consolidation,Debt consolidation,107xx,NY,13.05,1,0,10,,11,0,12216,76.8,26,f,1298.57,0,0,0,0,46,INDIVIDUAL,,31th week,0,0,157746,15900,0
7031783,24000,24000,24000,60 months, ,15.8,C,C3,US Department of Labor,3 years,MORTGAGE,119238,Verified,n,"   > This loan will allow me to consolidate current high interest loans into one low payment, allowing me to save a bit each month, as well as overall in interest payback.<br>",debt_consolidation,Consolodate,220xx,VA,14.71,0,0,29,,17,0,11292,37.6,27,f,5683.93,0,0,0,0,,INDIVIDUAL,,87th week,0,0,330603,30000,1
11921616,19950,19950,19950,36 months,BAT1766061,22.9,E,E4,Senior Software Engineer,9 years,MORTGAGE,108000,Source Verified,n,,small_business,Business,925xx,CA,18.04,1,3,7,,17,0,10760,66,28,w,4415.96,0,0,0,0,7,INDIVIDUAL,,57th week,0,0,340825,16300,1
58742009,15050,15050,15050,60 months,,16.99,D,D3,Director of Cardiopulmonary Services,10+ years,MORTGAGE,90000,Source Verified,n,,debt_consolidation,Debt consolidation,283xx,NC,26.27,0,0,25,,11,0,10118,19.5,23,w,1028.1,0,0,0,0,,INDIVIDUAL,,22th week,0,35,70279,51800,0
6898067,3500,3500,3500,36 months,BAT4808022,21.98,E,E4,Concussion LLP,7 years,MORTGAGE,102000,Not Verified,n,,vacation,Summer 2013,761xx,TX,20.11,2,2,20,,11,0,8476,90.2,35,w,365.07,0,0,0,0,72,INDIVIDUAL,,26th week,0,0,54240,9400,0
64312022,14000,14000,14000,36 months,BAT4271519,8.18,B,B1,Office Manager,10+ years,RENT,56800,Source Verified,n,,credit_card,Credit card refinancing,767xx,TX,17.66,0,0,,,8,0,11006,58.2,13,f,354.86,0,0,0,0,,INDIVIDUAL,,17th week,0,337,36703,18900,0
42374704,24000,24000,24000,36 months, ,9.49,B,B2,Accountant,10+ years,MORTGAGE,115000,Source Verified,n,,credit_card,Credit card refinancing,372xx,TN,37.39,0,1,,,8,0,51310,83.4,20,w,1804.63,0,0,0,0,,INDIVIDUAL,,48th week,0,0,141167,61500,0
22130711,10000,10000,10000,60 months,BAT3193689,16.29,D,D2,Service tech,10+ years,MORTGAGE,59000,Verified,n,,debt_consolidation,Debt consolidation,446xx,OH,21.81,0,3,,,18,0,12525,29.9,37,w,154.63,0,0,0,0,,INDIVIDUAL,,9th week,0,0,147226,41900,1
1600481,18000,18000,18000,60 months, ,13.11,B,B4,Duke University Hospital,8 years,RENT,58000,Not Verified,n,,debt_consolidation,MypersonalLoan,277xx,NC,21.06,0,1,,,14,0,12275,17,19,f,5992.23,0,0,0,0,,INDIVIDUAL,,187th week,0,,,,0
18505112,35000,35000,35000,60 months,,13.35,C,C2,Detective,10+ years,MORTGAGE,130000,Verified,n,,debt_consolidation,Debt consolidation,109xx,NY,20.09,0,0,,,10,0,51758,72,19,w,6560.08,0,0,0,0,,INDIVIDUAL,,83th week,0,0,402012,71900,0
49495490,20000,20000,20000,60 months,BAT1104812,12.29,C,C1,PETTY OFFICER FIRST CLASS (PO1),10+ years,MORTGAGE,80000,Source Verified,n,,credit_card,Credit card refinancing,072xx,NJ,24.8,0,3,37,,10,0,31942,82.3,28,w,1553.88,0,0,0,0,,INDIVIDUAL,,35th week,0,0,292396,38800,0
59013745,21000,21000,21000,60 months,,16.99,D,D3,Military Police,10+ years,RENT,50000,Verified,n,,debt_consolidation,Debt consolidation,283xx,NC,33.75,1,1,4,,11,0,16005,49.7,26,w,1434.57,0,0,0,0,,INDIVIDUAL,,22th week,0,0,79074,32200,0
59114312,11200,11200,11200,36 months, ,12.69,C,C2,Teacher,10+ years,OWN,47000,Source Verified,n,,debt_consolidation,Debt consolidation,371xx,TN,28.01,0,0,29,,17,0,30605,94.8,45,w,661.35,0,0,0,0,41,INDIVIDUAL,,26th week,0,0,46804,32300,0
71365926,20400,20400,20250,60 months, ,16.55,D,D2,Business Service Tech,10+ years,OWN,88000,Source Verified,n,,credit_card,Credit card refinancing,283xx,NC,17.77,0,1,,,14,0,29184,81.5,22,f,84.41,0,0,0,0,,INDIVIDUAL,,0th week,0,0,40256,35800,1
69981453,14825,14825,14825,36 months,BAT1586599,7.26,A,A4,Executive Administrative Assistant,10+ years,MORTGAGE,55000,Source Verified,n,,credit_card,Credit card refinancing,441xx,OH,16.67,0,1,,,12,0,14586,37.8,40,w,171.17,0,0,0,0,,INDIVIDUAL,,9th week,0,0,84239,38600,0
63415612,28000,28000,28000,60 months, ,8.18,B,B1,Associate Director,2 years,MORTGAGE,180000,Not Verified,n,,credit_card,Credit card refinancing,770xx,TX,14.9,0,0,29,,11,0,19579,60.1,34,w,716.07,0,0,0,0,,INDIVIDUAL,,17th week,0,69,433796,58400,0
4419804,8400,8400,8400,36 months,,17.27,C,C5,Government,5 years,RENT,116000,Not Verified,n,,debt_consolidation,Debt consolidation loan,089xx,NJ,8.52,0,0,44,,8,0,2589,66.4,15,f,2408.52,0,0,0,0,63,INDIVIDUAL,,148th week,0,0,123244,3900,0
16662859,1600,1600,1600,36 months,BAT5489674,14.64,C,C3,,n/a,RENT,37500,Verified,n,,other,Other,726xx,AR,20.54,0,0,,45,8,1,216,3,20,w,301.34,0,0,0,0,42,INDIVIDUAL,,87th week,0,0,26564,8600,0
72787156,14000,14000,14000,60 months,BAT2803411,14.48,C,C5,Project Manager,3 years,MORTGAGE,45000,Source Verified,n,,credit_card,Credit card refinancing,652xx,MO,15.89,0,1,,50,14,1,9203,41.5,40,w,0,0,0,0,0,,INDIVIDUAL,,NAth week,0,0,192490,22200,0
55538051,20000,20000,20000,60 months,,12.29,C,C1,eng designer,10+ years,OWN,62400,Source Verified,n,,debt_consolidation,Debt consolidation,338xx,FL,15.37,1,0,5,,5,0,18772,80.9,10,f,1273.52,0,0,0,0,,INDIVIDUAL,,26th week,0,0,105466,23200,0
9297348,19750,19750,19700,36 months, ,10.99,B,B2,File Clerk,8 years,MORTGAGE,44000,Verified,n,,debt_consolidation,Debt consolidation,452xx,OH,19.36,0,0,60,,13,0,18977,63.7,40,f,3070.53,0,0,0,0,,INDIVIDUAL,,104th week,0,0,121708,29800,0
42483451,21000,21000,21000,60 months,BAT5924421,16.49,D,D3,Chemist,7 years,MORTGAGE,1E+05,Source Verified,n,,debt_consolidation,Debt consolidation,700xx,LA,9.08,1,1,12,,9,0,4121,37.8,16,w,392.82,0,0,0,0,12,INDIVIDUAL,,4th week,0,0,197470,10900,1
55359141,20000,20000,20000,60 months,BAT3726927,18.55,E,E2,Senior Manager,8 years,OWN,108000,Source Verified,n,,debt_consolidation,Debt consolidation,551xx,MN,29.03,0,3,79,,15,0,18681,53.7,30,w,1692.43,0,0,0,0,,INDIVIDUAL,,26th week,0,0,273001,34800,0
483608,9150,9150,4150,36 months,,13.16,C,C3,Acushnet Golf,1 year,RENT,43000,Not Verified,n," My thanks for your consideration, I'm looking to lower the total interest that will be paid on a college consolidated loan, taken out at a high interest rate.  Now a little about me, I'm engaged and working full time in a stable position... in fact we're even hiring in my group.  I haven't got the most extensive credit history, but it's all solid as I make payments on time and at least at the minimum.  Again, thanks for your consideration.",credit_card,Reducing interest,920xx,CA,21.66,0,0,,,4,0,14299,79.4,7,f,691.19,0,0,0,0,,INDIVIDUAL,,39th week,0,,,,1
61577400,18000,18000,18000,36 months,,9.99,B,B3,System Administrator,2 years,RENT,48000,Source Verified,n,,debt_consolidation,Debt consolidation,441xx,OH,12.03,0,0,,,8,0,14615,65.2,13,f,693.1,0,0,0,0,,INDIVIDUAL,,22th week,0,0,48694,22400,0
1524708,1000,1000,1000,36 months,BAT2677031,20.99,E,E3,VF Sportswear,3 years,RENT,80137,Not Verified,n,,debt_consolidation,Debt. Con. / New Product Development,100xx,NY,16.43,0,1,,,25,0,27106,73.7,33,f,222,0,0,0,0,,INDIVIDUAL,,65th week,0,,,,1
54836449,7800,7800,7800,36 months,,13.99,C,C4,Service Technician,10+ years,OWN,65000,Not Verified,n,,debt_consolidation,Debt consolidation,070xx,NJ,18.63,2,1,4,,13,0,7447,27,20,w,580.58,0,0,0,0,9,INDIVIDUAL,,31th week,0,0,21592,27600,0
46942129,10000,10000,9950,36 months, ,12.29,C,C1,manager,8 years,RENT,45000,Not Verified,n,,debt_consolidation,Debt consolidation,079xx,NJ,17.47,3,0,5,,11,0,9640,50.5,21,f,827.64,0,0,0,0,23,INDIVIDUAL,,39th week,0,0,20673,19100,0
49626189,10000,10000,10000,36 months,BAT1104812,9.99,B,B3,Phone Banker,1 year,RENT,41000,Not Verified,n,,medical,Medical expenses,973xx,OR,34.66,2,1,2,,11,0,12476,22.4,22,w,598.16,0,0,0,0,,INDIVIDUAL,,35th week,0,0,51255,55800,0
716125,7500,7500,7500,36 months,,11.49,B,B4,Urban Airship,1 year,RENT,68000,Not Verified,n,"   > I lost my job a while back (company went under) and had to use my cards for more than I liked. Now that I've been employed for a while, I'm getting pretty unhappy with the situation and want to be putting more money aside rather than to the credit cards. This will allow me to pay off all of my cards and focus my financial efforts on long term success rather than keeping afloat. The rate is a lot less than even my best card and the monthly payment will be a lot less than what I've been putting to my cards (I've been overpaying every month).<br/><br/>Looking forward to a bit more financial stability!<br/>",debt_consolidation,Cleaning out credit card debt,972xx,OR,6.07,1,0,17,,8,0,7224,70.1,11,f,1351.48,0,0,0,0,,INDIVIDUAL,,135th week,0,,,,1
71359229,7500,7500,7500,36 months,BAT2803411,11.99,C,C1,Truck Driver,10+ years,RENT,45000,Source Verified,n,,debt_consolidation,Debt consolidation,454xx,OH,5.49,0,1,,13,8,1,6062,52.7,10,f,64.95,0,0,0,0,,INDIVIDUAL,,4th week,0,0,6062,11500,0
35944714,8000,8000,8000,36 months,,8.39,A,A5,Owner,4 years,RENT,65000,Source Verified,n,,credit_card,Credit card refinancing,956xx,CA,17.49,0,0,78,78,9,1,3912,32.6,23,w,647.21,0,0,0,0,78,INDIVIDUAL,,65th week,0,0,23519,12000,0
59459013,15500,15500,15500,36 months,BAT3873588,14.65,C,C5,,n/a,MORTGAGE,31000,Not Verified,n,,credit_card,Credit card refinancing,325xx,FL,28.15,0,0,,,6,0,22130,57.5,13,f,1045.85,0,0,0,0,,INDIVIDUAL,,26th week,0,0,29126,38500,0
11028140,20000,20000,20000,36 months,,7.9,A,A4,Accounting Support,3 years,RENT,49000,Verified,n,,debt_consolidation,Debt consolidation,190xx,PA,26.18,0,0,,,20,0,19124,50.3,35,f,2264.57,0,0,0,0,,INDIVIDUAL,,109th week,0,0,119599,38000,0
54955913,14700,14700,14700,36 months,BAT3726927,17.86,D,D5,1st grade teacher,1 year,RENT,35000,Source Verified,n,,credit_card,Credit card refinancing,900xx,CA,30.56,0,0,,,10,0,17818,77.8,16,f,1227.15,0,0,0,0,,INDIVIDUAL,,31th week,0,0,35061,22900,0
9319801,10000,10000,10000,36 months,BAT1930365,11.99,B,B3,machine tech,10+ years,MORTGAGE,150000,Not Verified,n,,home_improvement,Home improvement,298xx,SC,9.79,1,0,10,,10,0,21849,92.6,34,f,1811.34,0,0,0,0,,INDIVIDUAL,,117th week,0,0,270495,23600,0
33299549,35000,35000,35000,36 months,BAT2078974,13.35,C,C2,Tool and Die Maker,10+ years,OWN,120000,Verified,n,,debt_consolidation,Debt consolidation,444xx,OH,7.75,1,1,9,,13,0,13733,47,49,w,4582.64,0,0,0,0,9,INDIVIDUAL,,61th week,0,21575,181188,29200,0
24704853,22000,22000,22000,60 months,BAT3193689,16.99,D,D3,Welder fabricator,10+ years,MORTGAGE,50000,Source Verified,n,,debt_consolidation,Debt consolidation,707xx,LA,10.08,0,0,,,4,0,2194,62.7,12,w,4808.71,0,0,0,0,,INDIVIDUAL,,74th week,0,0,154167,3500,0
1501825,15000,15000,14750,36 months,BAT2677031,12.12,B,B3,Local Sheet Metal Union #206,10+ years,RENT,120000,Not Verified,n,> Pay off high interest credit cards<br><br>   > Credit Card Debt:  Citi Card - $4500 (13.99%) - Robbins Brothers - $4800 - (23%) - JCP - $2200 - (23.99%) - Home Depot - $1000 (14.99%) - Household Bank - $750 - (14.99%).<br><br>   > I also have a truck payment that is $489 that will remain.<br>,debt_consolidation,Richards loan,921xx,CA,10.28,0,0,,,8,0,15904,71.3,21,f,2965.24,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
64636688,23000,23000,23000,60 months,BAT4271519,17.57,D,D4,Banker,7 years,RENT,46000,Source Verified,n,,debt_consolidation,Debt consolidation,940xx,CA,32.09,0,1,,,18,0,17965,57.2,29,f,1303.12,0,0,0,0,,INDIVIDUAL,,17th week,0,0,79241,31400,0
31187990,25000,25000,25000,60 months,BAT2078974,23.43,F,F1,Investigator VI,10+ years,RENT,59000,Source Verified,n,,debt_consolidation,Debt consolidation,787xx,TX,13.2,0,0,,,5,0,10874,70.2,8,f,6824.02,0,0,0,0,,INDIVIDUAL,,65th week,0,0,18820,15500,0
1629959,7000,7000,6750,36 months, ,12.12,B,B3,California Casualty Management Corp,9 years,MORTGAGE,113000,Not Verified,n,> To pay off a 20% credit balance<br>,debt_consolidation,CreditCardPayoff,853xx,AZ,9.74,0,0,,,13,0,32454,93.8,29,f,1149.12,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,1
49863786,18575,18575,18575,36 months,BAT1184694,12.69,C,C2,Clerk,10+ years,MORTGAGE,65000,Not Verified,n,,debt_consolidation,Debt consolidation,967xx,HI,37.19,0,0,,,21,0,154553,54.8,28,f,1416.21,0,0,0,0,,INDIVIDUAL,,35th week,0,0,417259,225300,0
10407213,30000,30000,30000,60 months,BAT2575549,14.3,C,C1,Software Engineer,< 1 year,RENT,180000,Verified,n,,car,Buying a new car,940xx,CA,17.6,0,0,54,,11,0,7694,41.8,23,f,4905.26,0,4364.58,785.6244,0,,INDIVIDUAL,,65th week,0,156,87551,18400,0
46517041,24000,24000,24000,60 months,,8.18,B,B1,Firefighter,10+ years,MORTGAGE,89500,Verified,n,,debt_consolidation,Debt consolidation,786xx,TX,8.57,0,1,,,14,0,25555,39.5,33,w,1383.84,0,0,0,0,,INDIVIDUAL,,39th week,0,0,130228,64700,1
4235979,28000,28000,28000,60 months,BAT5714674,16.29,C,C4,,7 years,MORTGAGE,135000,Verified,n,> Primarily loan consolidation.<br>,debt_consolidation,Debt Consolidation,193xx,PA,23.01,3,2,17,,12,0,30853,82.5,32,f,10221.13,0,0,0,0,,INDIVIDUAL,,148th week,0,0,430588,37400,0
23753354,3350,3350,3350,36 months,BAT3193689,12.49,B,B5,,n/a,RENT,28000,Source Verified,n,,other,Other,913xx,CA,16.33,0,0,58,57,8,1,6470,38.7,27,w,477.59,0,0,0,0,58,INDIVIDUAL,,74th week,0,0,8970,16700,0
50791167,10650,10650,10650,36 months,BAT3726927,17.57,D,D4,owner,3 years,MORTGAGE,70000,Source Verified,n,,debt_consolidation,Debt consolidation,365xx,AL,15.62,0,1,60,,14,0,15382,69.9,33,f,735.57,0,0,0,0,,INDIVIDUAL,,22th week,0,590,131701,22000,0
60817176,7000,7000,7000,36 months,BAT1780517,10.99,B,B4,Fiber optic technician,9 years,RENT,70000,Verified,n,,credit_card,Credit card refinancing,787xx,TX,19.1,0,0,,,11,0,11016,48.5,17,w,313.83,0,0,0,0,,INDIVIDUAL,,22th week,0,86,40976,22700,0
742698,12000,12000,11975,36 months,BAT5614983,11.86,B,B5,State of Alabama,2 years,OWN,42240,Not Verified,n,"   > I plan on using this loan to pay off all my debt and have one simple payment.  My goal is to become debt free once this is completed.  I have a stable government job and own my home, with no other payments or debts beside normal living expenses.<br/>",debt_consolidation,Personal Loan,355xx,AL,11.45,0,2,,,18,0,12589,29.1,29,f,2310.98,0,0,0,0,,INDIVIDUAL,,157th week,0,,,,1
65023071,9500,9500,9500,36 months,BAT4271519,13.99,C,C4,supervisor,2 years,RENT,48000,Source Verified,n,,debt_consolidation,Debt consolidation,937xx,CA,11.03,0,0,,,6,0,3654,34.1,9,f,317.37,0,0,0,0,,INDIVIDUAL,,13th week,0,0,22709,10700,0
30105530,15600,15600,15500,36 months,BAT2078974,10.99,B,B3,Driver,6 years,MORTGAGE,65000,Verified,n,,debt_consolidation,Debt consolidation,132xx,NY,25.09,0,0,38,,10,0,12098,77.6,23,f,1774.7,0,0,0,0,38,INDIVIDUAL,,65th week,0,278,123897,15600,0
64864338,7200,7200,7200,36 months,,12.29,C,C1,Teller,4 years,RENT,26000,Source Verified,n,,debt_consolidation,Debt consolidation,900xx,CA,14.08,0,0,,,16,0,9540,30.2,16,f,211.17,0,0,0,0,,INDIVIDUAL,,13th week,0,0,9540,31600,0
67911326,6000,6000,6000,36 months,BAT2252229,12.29,C,C1,HOUSE MANAGER,3 years,MORTGAGE,30000,Source Verified,n,,credit_card,Credit card refinancing,629xx,IL,19.2,0,0,,83,9,1,4590,62.9,18,w,113.29,0,0,0,0,,INDIVIDUAL,,13th week,0,0,40477,7300,0
3729580,19200,19200,19200,60 months,,10.16,B,B1,BJC Healthcare,1 year,MORTGAGE,60000,Verified,n,> credit card consolidation<br>,debt_consolidation,credit card consolidation,631xx,MO,24.16,0,1,80,,18,0,24275,15.6,37,w,4320.67,0,0,0,0,,INDIVIDUAL,,156th week,0,0,245664,155413,0
40994896,13500,13500,13500,60 months, ,9.49,B,B2,Director,< 1 year,MORTGAGE,91000,Not Verified,n,,debt_consolidation,Debt consolidation,021xx,MA,5.84,0,0,,,7,0,12932,63.1,17,f,1172.21,0,0,0,0,,INDIVIDUAL,,52th week,0,0,329033,20500,0
3421272,15000,15000,15000,36 months,BAT1467036,8.9,A,A5,Pactiv Corp,6 years,MORTGAGE,140000,Not Verified,n,"   > This loan will pay off a few credit cards that have a high interest rate and significantly cut the time to pay these off.  As this loan is paid -  this will help as we invest more into our retirement savings to help secure our future.<br><br>  > When this loan is funded, this will immediately be used to pay off high interest credit cards that have terms that seem to last a lifetime.  <br>With the terms of this loan, I will be able to plan and invest more into my retirement savings to secure my future.<br>",debt_consolidation,Debt Consolidation Load,923xx,CA,18.52,0,1,,108,21,1,16862,56.4,42,f,1902.4,0,0,0,0,,INDIVIDUAL,,104th week,0,0,332221,29900,1
45107972,29975,29975,29975,60 months,BAT4136152,13.33,C,C3,physical therapy,2 years,OWN,60000,Source Verified,n,,credit_card,Credit card refinancing,280xx,NC,15.9,0,1,,,14,0,33547,76.6,31,w,3102.96,0,0,0,0,,INDIVIDUAL,,44th week,0,0,268725,43800,0
38379334,12000,12000,12000,60 months,BAT2558388,14.99,C,C5,Assistant Manager,9 years,RENT,55000,Not Verified,n,,credit_card,Credit card refinancing,330xx,FL,24.59,0,0,,,16,0,11721,87.5,27,w,1790.42,0,0,0,0,,INDIVIDUAL,,61th week,0,0,114959,13400,0
5017522,17625,17625,17625,60 months,BAT5341619,23.28,F,F2,Stags' Leap Winery,4 years,RENT,40000,Verified,n,> Help pay with debt and consolidation do to high interests.<br>,debt_consolidation,Moving Foward,945xx,CA,18.54,0,0,,,8,0,21551,90.9,10,f,9276.9,0,0,0,0,,INDIVIDUAL,,144th week,0,0,21551,23700,0
33809902,7500,7500,7500,36 months,BAT2078974,6.49,A,A2,Staff Accountant,2 years,RENT,61000,Not Verified,n,,credit_card,Credit card refinancing,940xx,CA,15.13,0,0,51,,12,0,5786,36.4,30,f,414.29,0,0,0,0,51,INDIVIDUAL,,48th week,0,0,48537,15900,1
45671899,18725,18725,18725,60 months, ,24.5,F,F3,Administrative Assistant,10+ years,RENT,65000,Source Verified,n,,debt_consolidation,Debt consolidation,113xx,NY,9.84,1,1,12,,21,0,25618,46.7,43,w,3640.46,0,0,0,0,,INDIVIDUAL,,44th week,0,0,25618,54900,0
4585125,6400,6400,6400,36 months, ,7.62,A,A3,Hillshire Brands Company,4 years,MORTGAGE,70000,Source Verified,n,,home_improvement,Home Improvement,494xx,MI,13.1,0,1,,,21,0,3135,5,51,f,498.44,0,0,0,0,,INDIVIDUAL,,65th week,0,0,168877,62970,1
49486699,8000,8000,8000,36 months,,10.99,B,B4,Occupational Therapy Assistant,2 years,RENT,54100,Not Verified,n,,debt_consolidation,Debt consolidation,980xx,WA,22.4,0,0,,,16,0,19542,65.1,20,f,586.1,0,0,0,0,,INDIVIDUAL,,39th week,0,0,42709,30000,0
49422648,5000,5000,5000,36 months,BAT1104812,14.65,C,C5,Sr Business Office Analyst,7 years,RENT,57400,Verified,n,,debt_consolidation,Debt consolidation,480xx,MI,15.64,8,3,17,75,14,1,4144,23,36,f,490.84,0,0,0,0,6,INDIVIDUAL,,39th week,0,0,11915,17690,0
15529172,11000,11000,11000,36 months,BAT5489674,15.61,C,C5,Banquet Server,10+ years,MORTGAGE,32000,Not Verified,n,,debt_consolidation,Debt consolidation,327xx,FL,16.04,0,0,56,,8,0,12755,75.5,19,w,2287.44,0,0,0,0,56,INDIVIDUAL,,91th week,0,60,97700,16900,0
16721140,35000,35000,35000,36 months,BAT5489674,12.99,B,B5,Financial Advisor,4 years,MORTGAGE,4E+05,Verified,n,,debt_consolidation,Debt consolidation,080xx,NJ,1.51,1,0,21,,3,0,30366,89.6,33,f,5648.68,0,0,0,0,43,INDIVIDUAL,,83th week,0,0,302021,71400,1
47853655,16000,16000,16000,36 months,BAT1184694,13.99,C,C4,Engineer,10+ years,RENT,90000,Source Verified,n,,debt_consolidation,Debt consolidation,082xx,NJ,39.81,0,1,,76,16,1,11443,62.5,30,f,1359.45,0,0,0,0,,INDIVIDUAL,,35th week,0,0,70719,18300,0
26317466,3400,3400,3400,36 months,BAT2333412,9.17,B,B1,Commission Deputy Clerk II,10+ years,RENT,34500,Source Verified,n,,medical,Medical expenses,325xx,FL,17.7,0,0,79,,3,0,833,83.3,24,w,319.7,0,0,0,0,79,INDIVIDUAL,,61th week,0,0,13859,1000,1
28762015,10000,10000,10000,36 months,BAT2078974,12.49,B,B5,Operator,10+ years,MORTGAGE,1E+05,Source Verified,n,,debt_consolidation,Debt consolidation,937xx,CA,15.76,0,0,,,5,0,15,1,7,f,1280.37,0,0,0,0,,INDIVIDUAL,,65th week,0,2426,62604,1500,0
60174533,33000,33000,33000,36 months, ,12.29,C,C1,client relationship management,7 years,RENT,140000,Source Verified,n,,debt_consolidation,Debt consolidation,028xx,RI,11.01,1,0,9,,20,0,28481,32.4,47,w,1647.8,0,0,0,0,,INDIVIDUAL,,22th week,0,0,106834,87900,0
69625701,30000,30000,29925,36 months,BAT1586599,16.99,D,D3,Attorney,1 year,MORTGAGE,140000,Source Verified,n,,credit_card,Credit card refinancing,193xx,PA,22.06,2,1,6,,15,0,47463,79.1,35,f,382.27,0,0,0,0,,INDIVIDUAL,,4th week,0,0,415050,60000,0
45980966,27000,27000,27000,36 months,BAT4136152,5.93,A,A1,Attorney,10+ years,MORTGAGE,155000,Source Verified,n,,credit_card,Credit card refinancing,945xx,CA,15.61,0,0,,,11,0,49416,63.8,26,w,1161.63,0,0,0,0,,INDIVIDUAL,,44th week,0,0,639211,77400,0
11688206,10575,10575,10575,36 months,,24.5,F,F3,Personnel Secretary,10+ years,OWN,38000,Source Verified,n,"> I plan on using the funds for a major purchase for my family.  I have been faithfully paying for credit cards on time.  My monthly budget is $3,000.00.  and I have a stable job with my employer for 22 1/2 years.<br>",major_purchase,major purchase,873xx,NM,28.02,0,2,,102,13,1,4256,64.5,18,f,3853.48,0,0,0,0,,INDIVIDUAL,,104th week,0,0,40720,6600,0
